eall,r,t,dr,Value
CO2,p69,2038,2.5,3906922.386663203
CO2,p69,2038,2.0,6488581.852177059
CO2,p69,2038,1.5,11325054.159432013
CO2,p69,2039,2.5,3880104.020638204
CO2,p69,2039,2.0,6459599.618148861
CO2,p69,2039,1.5,11263448.910695111
CO2,p69,2040,2.5,3859168.816149227
CO2,p69,2040,2.0,6440773.594651119
CO2,p69,2040,1.5,11247347.519848416
CO2,p69,2041,2.5,3830332.506089181
CO2,p69,2041,2.0,6409082.926307017
CO2,p69,2041,1.5,11209681.960051455
CO2,p69,2042,2.5,3800607.087527513
CO2,p69,2042,2.0,6376158.761068048
CO2,p69,2042,1.5,11170673.259779211
CO2,p69,2043,2.5,30695539.288563807
CO2,p69,2043,2.0,51636674.14744387
CO2,p69,2043,1.5,90622779.49661684
CO2,p69,2044,2.5,30605040.512853757
CO2,p69,2044,2.0,51349985.18422452
CO2,p69,2044,1.5,90284462.99448673
CO2,p69,2045,2.5,30340166.047360927
CO2,p69,2045,2.0,51054686.30178215
CO2,p69,2045,1.5,89936354.0801196
CO2,p69,2046,2.5,29905986.943188667
CO2,p69,2046,2.0,50474399.35024312
CO2,p69,2046,1.5,89283456.5522102
CO2,p69,2047,2.5,29632456.57480584
CO2,p69,2047,2.0,50334957.91278203
CO2,p69,2047,1.5,88915987.90839179
CO2,p69,2048,2.5,29502733.500369553
CO2,p69,2048,2.0,50014862.79092014
CO2,p69,2048,1.5,88539880.99864121
CO2,p69,2049,2.5,27783584.30741801
CO2,p69,2049,2.0,47250110.384083346
CO2,p69,2049,1.5,83830269.17866126
CO2,p69,2050,2.5,27508499.314275265
CO2,p69,2050,2.0,46933159.17923655
CO2,p69,2050,1.5,83457136.13226078
CO2,p70,2023,2.5,1092666562.256661
CO2,p70,2023,2.0,1774533137.7511494
CO2,p70,2023,1.5,3038273973.091663
CO2,p70,2024,2.5,1091600546.0983617
CO2,p70,2024,2.0,1773850887.409838
CO2,p70,2024,1.5,3036014018.8360686
CO2,p70,2025,2.5,1295335331.3414261
CO2,p70,2025,2.0,2122747869.5361373
CO2,p70,2025,1.5,3622423169.874847
CO2,p70,2026,2.5,1292905058.6747441
CO2,p70,2026,2.0,2110575249.4925525
CO2,p70,2026,1.5,3618457736.738696
CO2,p70,2027,2.5,1289822761.6340747
CO2,p70,2027,2.0,2107688005.649197
CO2,p70,2027,1.5,3613818375.3109326
CO2,p70,2028,2.5,833165166.5650514
CO2,p70,2028,2.0,1363063039.5419657
CO2,p70,2028,1.5,2337646644.7759438
CO2,p70,2029,2.5,824539662.9982262
CO2,p70,2029,2.0,1354313931.8406944
CO2,p70,2029,1.5,2333808144.538216
CO2,p70,2030,2.5,821544448.861751
CO2,p70,2030,2.0,1351258911.6925194
CO2,p70,2030,1.5,2323521720.2558346
CO2,p70,2031,2.5,466710414.2806626
CO2,p70,2031,2.0,768797336.4284536
CO2,p70,2031,1.5,1322770559.8752172
CO2,p70,2032,2.5,464619625.9638255
CO2,p70,2032,2.0,763385992.6828536
CO2,p70,2032,1.5,1319973154.8389468
CO2,p70,2033,2.5,462353188.764002
CO2,p70,2033,2.0,761049161.2334232
CO2,p70,2033,1.5,1313668864.5592782
CO2,p70,2034,2.5,138843094.0278447
CO2,p70,2034,2.0,230460025.4823227
CO2,p70,2034,1.5,398176717.9081741
CO2,p70,2035,2.5,138078419.23776218
CO2,p70,2035,2.0,228707828.40982804
CO2,p70,2035,1.5,397159483.4468946
CO2,p70,2036,2.5,137268450.1221347
CO2,p70,2036,2.0,227839867.01168823
CO2,p70,2036,1.5,395126309.2343297
CO2,p70,2037,2.5,216767102.92223415
CO2,p70,2037,2.0,360576573.8316808
CO2,p70,2037,1.5,626090740.8275467
CO2,p70,2038,2.5,215348638.8341053
CO2,p70,2038,2.0,357649098.5845793
CO2,p70,2038,1.5,624234309.4097525
CO2,p70,2039,2.5,213870416.83539015
CO2,p70,2039,2.0,356051604.6928017
CO2,p70,2039,1.5,620838642.655323
CO2,p70,2040,2.5,234231875.3355276
CO2,p70,2040,2.0,390922125.866479
CO2,p70,2040,1.5,682656661.9993694
CO2,p70,2041,2.5,232481658.30566958
CO2,p70,2041,2.0,388998663.83864206
CO2,p70,2041,1.5,680370554.5168759
CO2,p70,2042,2.5,230677476.92192274
CO2,p70,2042,2.0,387000334.83693856
CO2,p70,2042,1.5,678002925.254084
CO2,p70,2043,2.5,222091445.39853576
CO2,p70,2043,2.0,373606845.2542762
CO2,p70,2043,1.5,655683025.9677159
CO2,p70,2044,2.5,221436659.57720533
CO2,p70,2044,2.0,371532564.5054473
CO2,p70,2044,1.5,653235204.4698136
CO2,p70,2045,2.5,219520213.27087235
CO2,p70,2045,2.0,369395988.4052635
CO2,p70,2045,1.5,650716531.9284675
CO2,p70,2046,2.5,258433922.3819419
CO2,p70,2046,2.0,436176777.2030282
CO2,p70,2046,1.5,771546979.0192175
CO2,p70,2047,2.5,256070197.4821071
CO2,p70,2047,2.0,434971787.79090464
CO2,p70,2047,1.5,768371482.3150035
CO2,p70,2048,2.5,254949189.7382831
CO2,p70,2048,2.0,432205671.4933472
CO2,p70,2048,1.5,765121337.6497751
CO2,p70,2049,2.5,210526288.56084758
CO2,p70,2049,2.0,358031212.35857075
CO2,p70,2049,1.5,635212334.1597922
CO2,p70,2050,2.5,208441869.86222538
CO2,p70,2050,2.0,355629558.19930273
CO2,p70,2050,1.5,632384969.8237544
CO2,p71,2023,2.5,2380903.0882251225
CO2,p71,2023,2.0,3866679.5285688466
CO2,p71,2023,1.5,6620350.741280182
CO2,p71,2024,2.5,2378580.2559439274
