eall,r,t,dr,Value
CH4,p111,2041,2.5,9363388663.838661
CH4,p111,2041,2.0,11417945169.213331
CH4,p111,2041,1.5,14516620554.36857
CH4,p111,2044,2.5,10586363486.260681
CH4,p111,2044,2.0,12829831244.93844
CH4,p111,2044,1.5,16265141250.413761
CH4,p111,2047,2.5,12579274617.01704
CH4,p111,2047,2.0,15164585657.937721
CH4,p111,2047,1.5,19177605781.15788
CH4,p111,2050,2.5,14843661676.917501
CH4,p111,2050,2.0,17812394012.301003
CH4,p111,2050,1.5,22477544825.0465
CH4,p112,2020,2.5,9436160028.241701
CH4,p112,2020,2.0,11613735419.374401
CH4,p112,2020,1.5,16694744665.3507
CH4,p112,2023,2.5,11617988146.721441
CH4,p112,2023,2.0,14443985263.491522
CH4,p112,2023,1.5,20174479416.941963
CH4,p112,2026,2.5,12115424892.6798
CH4,p112,2026,2.0,15180773359.502401
CH4,p112,2026,1.5,20727594394.7052
CH4,p112,2029,2.5,11795627735.40736
CH4,p112,2029,2.0,14872748014.209282
CH4,p112,2029,1.5,19937175139.737442
CH4,p112,2032,2.5,13155184999.150599
CH4,p112,2032,2.0,16475911309.615799
CH4,p112,2032,1.5,21712441260.733997
CH4,p112,2035,2.5,14791768138.872002
CH4,p112,2035,2.0,18328930085.124
CH4,p112,2035,1.5,23795453092.968002
CH4,p112,2038,2.5,18673462020.5527
CH4,p112,2038,2.0,22937480907.135597
CH4,p112,2038,1.5,29407026804.02
CH4,p112,2041,2.5,20249290033.9242
CH4,p112,2041,2.0,24692479573.7421
CH4,p112,2041,1.5,31393683469.860897
CH4,p112,2044,2.5,24324340281.26454
CH4,p112,2044,2.0,29479167360.737823
CH4,p112,2044,1.5,37372496326.18128
CH4,p112,2047,2.5,33528544451.91176
CH4,p112,2047,2.0,40419380274.85068
CH4,p112,2047,1.5,51115603044.78572
CH4,p112,2050,2.5,41719535217.1675
CH4,p112,2050,2.0,50063442260.601006
CH4,p112,2050,1.5,63175296185.996506
CH4,p113,2020,2.5,191996155.6149
CH4,p113,2020,2.0,236302960.7568
CH4,p113,2020,1.5,339685506.0879
CH4,p113,2023,2.5,99243448.07432002
CH4,p113,2023,2.0,123383746.25456001
CH4,p113,2023,1.5,172334906.45338002
CH4,p113,2026,2.5,83019706.44432001
CH4,p113,2026,2.0,104024692.41216001
CH4,p113,2026,1.5,142033714.63968
CH4,p113,2029,2.5,81561473.07176
CH4,p113,2029,2.0,102838379.09048
CH4,p113,2029,1.5,137856620.24629
CH4,p113,2032,2.5,146487341.70712
CH4,p113,2032,2.0,183464728.93416002
CH4,p113,2032,1.5,241775224.1768
CH4,p113,2035,2.5,3482980559.1144
CH4,p113,2035,2.0,4315867214.5548
CH4,p113,2035,1.5,5603055682.0536
CH4,p113,2038,2.5,7183384025.270779
CH4,p113,2038,2.0,8823684314.505838
CH4,p113,2038,1.5,11312415787.828
CH4,p113,2041,2.5,8123903174.85908
CH4,p113,2041,2.0,9906486245.60154
CH4,p113,2041,1.5,12594972188.36066
CH4,p113,2044,2.5,9137760697.11608
CH4,p113,2044,2.0,11074239785.24664
CH4,p113,2044,1.5,14039473388.94656
CH4,p113,2047,2.5,9585662769.78896
CH4,p113,2047,2.0,11555722296.09528
CH4,p113,2047,1.5,14613725142.89912
CH4,p113,2050,2.5,10556545812.203999
CH4,p113,2050,2.0,12667854974.6448
CH4,p113,2050,1.5,15985626515.6232
CH4,p114,2020,2.5,2009277711.7192
CH4,p114,2020,2.0,2472957183.6544
CH4,p114,2020,1.5,3554875951.5032
CH4,p114,2023,2.5,1110243368.06684
CH4,p114,2023,2.0,1380302565.70472
CH4,p114,2023,1.5,1927922605.35931
CH4,p114,2026,2.5,1157489931.1629198
CH4,p114,2026,2.0,1450348829.4089599
CH4,p114,2026,1.5,1980283978.6160798
CH4,p114,2029,2.5,674628335.1156799
CH4,p114,2029,2.0,850618335.5806398
